GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
33,77.1,108.7,15.3,51.6,55.41,6.4,13.6,16.0,19.7,0.796,0.539,0.32,0.9,3.6,28.4,1.65308458,0.6235,0.3,97.3648,194.267,5.15243,2.03543,3.117,4.27917,31.1818,1.82106,2.45811,4.8788,2.4545,1.7576,0.2424,7.2424,Wing G,ND,198.1,ND
33,68.7,109.5,18.1,57.5,60.3,3.4,12.0,17.3,22.5,0.68,0.551,0.407,1.7,2.2,51.8,1.27865837,0.5758,0.4444,101.236,151.747,5.15142,3.25464,1.89678,4.27547,27.9091,2.3152,1.96027,3.6061,2.3636,0.9697,0.3939,9.0606,Combo G,ND,195.6,ND
34,81.5,110.8,23.6,55.5,59.29,9.2,18.3,8.1,17.4,0.668,0.555,0.0,2.6,2.4,71.8,0.56787274,0.6098,0.4184,91.1131,240.302,5.15118,2.45366,2.69752,5.19667,32.8529,3.27514,1.92153,8.1471,1.3529,1.3824,0.8824,16.0882,PF/C,ND,195.6,ND
34,65.8,133.3,14.5,70.0,70.45,13.7,26.2,4.5,15.9,0.696,0.7,0.0,7.9,1.2,32.9,0.6486614,0.7727,0.4615,99.0522,207.872,5.15095,2.30653,2.84442,3.29362,26.6571,2.31927,0.974345,8.7429,0.6857,0.5429,1.9429,8.4286,C,ND,208.3,ND
33,82.4,118.6,17.4,54.6,56.16,2.9,11.4,13.1,9.4,0.786,0.404,0.442,0.7,2.2,12.1,2.46656861,0.6,0.3571,98.6008,202.55,5.1474,4.56035,0.587055,4.94097,33.0294,3.33646,1.6045,4.2941,2.1765,1.2059,0.1765,12.5294,Wing G,ND,198.1,ND
28,81.4,111.5,22.0,56.9,58.3,8.1,23.6,10.6,16.2,0.608,0.575,0.25,5.4,3.7,49.7,0.7931351,0.7213,0.299,94.4357,234.491,5.14564,0.946498,4.19914,4.73418,32.7143,2.68095,2.05324,8.8214,1.6429,2.1429,1.6071,14.8214,Wing F,ND,195.6,ND
18,77.6,121.1,21.1,58.4,59.8,12.4,23.4,8.2,9.5,0.614,0.604,0.323,5.3,3.3,61.6,1.0475701,0.6357,0.2857,91.1639,147.233,5.14311,2.43605,2.70706,5.71959,31.0556,4.43764,1.28196,10.4444,1.2222,1.8889,1.6111,15.8889,Wing F,ND,200.7,ND
34,63.6,115.0,23.1,62.6,63.57,8.0,23.6,6.5,15.2,0.641,0.656,0.353,3.6,2.4,50.2,0.50910016,0.7056,0.25,98.1323,201.236,5.14282,2.24284,2.89998,5.89326,25.4,3.83292,2.06034,6.8857,0.8,1.0857,0.8286,13.5143,Wing F,ND,205.7,ND
33,81.5,119.2,29.2,52.9,59.34,4.7,11.0,16.4,12.0,0.865,0.519,0.371,0.9,1.7,42.8,1.20290154,0.7143,0.4564,105.862,179.143,5.141,6.14288,-1.00188,7.34426,32.1429,8.07277,-0.728506,4.4571,2.3714,0.9429,0.2571,22.1714,Wing G,ND,195.6,ND
31,79.6,104.2,22.1,49.1,54.22,7.1,19.6,15.6,17.6,0.689,0.489,0.33,1.3,1.7,59.0,1.03076109,0.5882,0.3016,92.852,203.942,5.13929,1.30933,3.82996,4.97095,33.0,2.03335,2.9376,7.5806,2.1613,0.9355,0.3871,12.2258,Wing F,ND,205.7,ND
35,85.9,115.1,23.9,59.8,64.74,1.7,20.5,13.8,16.2,0.85,0.574,0.415,1.8,2.1,42.3,1.01251257,0.5952,0.5385,97.4126,240.72,5.13862,3.22625,1.91237,6.81806,34.7143,4.97863,1.83943,6.3429,2.3143,1.2571,0.5429,18.1714,Wing G,ND,195.6,ND
32,73.6,109.2,20.1,51.5,54.44,7.2,10.4,4.8,13.6,0.728,0.514,0.351,3.8,2.2,27.8,0.54344347,0.629,0.4294,97.3049,183.535,5.13778,2.74801,2.38977,3.86213,29.7812,2.26214,1.59999,5.0,0.7812,1.1562,1.1875,12.75,Wing F,ND,200.7,ND
36,74.9,113.8,24.1,50.2,56.19,6.0,14.2,10.9,13.2,0.775,0.504,0.333,1.6,1.7,49.4,0.98365206,0.6984,0.3058,100.82,194.089,5.13703,4.6624,0.474632,6.25393,30.1667,5.80843,0.445495,5.3333,1.6667,0.8889,0.4722,15.9167,Wing G,ND,198.1,ND
32,65.7,121.0,13.2,64.6,64.51,3.0,12.0,16.1,14.4,0.61,0.633,0.441,1.4,2.5,37.3,2.35714286,0.7619,0.3214,96.6484,160.792,5.13146,1.9918,3.13966,4.95521,27.9062,2.02041,2.93481,3.25,2.0625,1.125,0.3125,7.5,Combo G,ND,195.6,ND
19,88.6,105.7,26.2,43.4,49.12,2.2,12.4,26.2,12.7,0.815,0.422,0.321,0.3,2.2,32.7,2.17952852,0.5843,0.3162,99.8037,130.231,5.13143,3.18247,1.94897,5.15167,37.5263,2.89674,2.25492,4.9474,4.4737,1.3684,0.1053,16.7895,Combo G,ND,185.4,ND
33,80.2,107.5,28.5,52.9,56.94,2.1,10.7,21.8,16.2,0.699,0.516,0.372,1.0,2.6,51.0,1.0610109,0.6439,0.4027,102.207,185.745,5.12887,3.96548,1.16339,6.51843,32.3333,4.37694,2.14149,3.8182,2.6364,1.3636,0.303,17.5758,Combo G,ND,188.0,ND
23,27.1,132.4,10.9,66.1,66.27,7.7,15.2,3.0,13.1,0.667,0.826,0.364,2.1,3.3,10.7,0.85704489,0.8571,0.5,95.1401,59.6038,5.12879,2.72647,2.40232,5.72432,11.875,2.63848,3.08584,2.625,0.25,0.6667,0.2917,3.5833,Stretch 4,ND,203.2,ND
31,78.1,113.2,23.0,54.8,59.07,1.4,9.8,29.7,17.0,0.772,0.527,0.382,0.4,2.9,40.6,2.05714286,0.625,0.3393,97.4729,179.969,5.12821,4.65037,0.477839,5.92308,31.25,3.93813,1.98495,3.0625,4.5,1.5938,0.0938,13.75,Scoring PG,ND,188.0,ND
32,76.8,111.0,21.2,55.2,56.79,5.5,15.2,10.6,15.8,0.671,0.487,0.432,1.6,1.4,24.2,0.88684936,0.6311,0.3261,93.2735,173.611,5.12636,3.46936,1.657,5.66543,31.1875,4.20985,1.45558,5.5312,1.4688,0.6875,0.4375,12.9375,Wing F,ND,203.2,ND
34,78.6,119.9,17.6,61.3,64.44,1.5,7.9,16.4,19.0,0.871,0.511,0.465,0.7,1.9,24.3,1.49183435,0.6047,0.4659,104.805,164.827,5.12132,5.43578,-0.314463,5.45543,31.4412,5.26536,0.190064,2.5294,2.6765,1.0,0.2059,12.1765,Combo G,ND,188.0,ND
33,59.9,116.8,11.5,59.0,60.53,10.7,13.5,11.2,23.2,0.614,0.574,0.429,5.2,3.2,78.7,1.47370358,0.7083,0.2857,103.318,173.721,5.1205,1.76225,3.35825,2.17803,23.7714,-0.164542,2.34257,5.0286,1.6,1.2857,1.0857,4.3714,Wing F,ND,200.7,ND
23,49.0,90.8,24.4,49.3,50.79,12.6,21.8,14.3,25.4,0.574,0.517,0.267,7.0,3.4,32.2,0.59998161,0.5843,0.3077,93.2899,115.715,5.11749,-0.676,5.79349,2.20961,19.6087,-0.480373,2.68998,5.913,1.3043,1.1739,1.2609,7.4348,PF/C,ND,203.2,ND
28,75.1,115.7,25.8,54.4,61.36,1.4,9.1,28.6,18.6,0.851,0.438,0.436,0.9,2.4,51.7,1.69769495,0.4444,0.4262,103.184,182.255,5.11508,5.14164,-0.0265579,6.08768,37.0,5.02341,1.06426,3.3929,5.2143,1.5357,0.25,19.1071,Pure PG,ND,188.0,ND
36,81.0,108.0,15.9,50.2,52.73,2.9,6.0,14.3,15.8,0.667,0.471,0.345,0.6,1.7,30.9,1.67311786,0.6,0.2889,98.0736,183.426,5.11411,2.9404,2.17371,4.18177,32.7568,1.84047,2.3413,2.5405,2.3514,1.0,0.1892,10.1892,Combo G,ND,188.0,ND
24,55.2,109.4,23.2,54.9,57.74,14.7,26.9,9.7,20.0,0.691,0.549,0.0,12.8,2.0,39.7,0.54716295,0.6583,0.4024,98.6685,172.946,5.11396,-0.192366,5.30633,3.18405,26.9167,1.33014,1.85391,10.0417,1.2083,0.9583,3.5,11.6667,C,ND,208.3,ND
34,85.3,107.7,18.8,54.2,57.54,2.5,10.3,33.5,24.8,0.677,0.547,0.356,1.0,2.1,51.0,2.1383152,0.6829,0.3788,94.9081,204.626,5.11336,3.05115,2.06221,4.7918,34.2647,2.21064,2.58116,4.1471,5.9118,1.2647,0.3529,10.4706,Pure PG,ND,190.5,ND
23,41.2,119.6,14.9,51.9,57.76,7.6,16.6,5.6,11.1,0.872,0.533,0.339,0.7,1.9,36.4,0.92303618,0.6667,0.3333,95.6917,87.7965,5.11274,2.99947,2.11327,5.68118,19.8696,2.85133,2.82985,4.2609,0.5217,0.6522,0.1304,6.3043,Stretch 4,ND,203.2,ND
30,77.6,99.3,26.1,47.0,51.54,3.5,18.8,21.5,15.1,0.786,0.444,0.335,3.1,1.9,30.7,1.36363633,0.5634,0.3846,95.6227,192.828,5.10966,1.47649,3.63316,5.39291,33.3667,2.45272,2.94019,6.3667,3.0,1.0333,0.9667,15.0,Stretch 4,ND,200.7,ND
34,89.5,105.0,28.1,50.8,55.35,2.1,7.1,18.9,13.6,0.756,0.513,0.333,0.8,3.3,39.6,1.26252703,0.7478,0.3744,94.7634,227.23,5.10927,4.0225,1.08677,5.9428,36.2059,3.89885,2.04396,2.9412,2.9706,2.0,0.2647,19.6471,Combo G,ND,182.9,ND
35,65.6,99.9,17.9,44.9,51.91,8.1,14.9,13.3,24.5,0.752,0.436,0.333,1.9,1.7,53.7,0.96925311,0.5455,0.2787,97.6761,162.573,5.10764,2.26467,2.84297,2.92819,26.6,1.22277,1.70542,5.0857,1.8,0.7143,0.4286,7.0,Wing F,ND,195.6,ND
32,80.2,110.2,22.9,51.5,54.2,12.9,25.3,4.0,13.4,0.576,0.523,0.231,5.0,3.0,86.7,0.37736987,0.58,0.3333,89.1686,261.039,5.10567,1.74355,3.36211,6.13896,33.0938,4.00827,2.13069,11.2188,0.625,1.6562,1.7188,14.0625,desconocido,ND,203.2,ND
37,77.5,114.6,22.4,49.6,55.3,1.9,8.8,27.3,17.9,0.815,0.433,0.363,0.0,2.0,39.7,2.23679476,0.5577,0.3673,102.115,178.195,5.10351,5.66888,-0.565372,4.69045,31.2973,4.45027,0.240174,2.8649,4.5946,1.0,0.0,12.0811,Scoring PG,ND,172.7,ND
28,91.3,103.5,28.7,53.3,55.64,6.5,20.0,21.8,20.2,0.672,0.533,0.354,4.4,3.2,33.0,0.96970897,0.7647,0.3897,95.2671,228.508,5.10224,1.83237,3.26987,5.47737,36.5,3.8093,1.66807,8.0357,3.4286,1.9286,1.4643,18.25,Wing F,ND,203.2,ND
31,59.1,114.1,23.4,53.2,59.59,10.1,16.2,13.1,17.1,0.737,0.528,0.5,4.4,1.3,74.9,0.83677084,0.7541,0.4275,96.074,141.392,5.10092,3.03907,2.06185,5.37016,24.3226,3.51526,1.8549,5.2581,1.3226,0.5161,1.0,10.5806,PF/C,ND,210.8,ND
25,77.3,102.6,14.1,50.0,51.63,2.7,13.8,19.6,23.2,0.629,0.453,0.357,0.0,3.2,23.6,1.93181825,0.4906,0.2727,103.016,149.355,5.09832,2.26962,2.8287,3.10261,31.24,0.200837,2.90177,4.24,3.4,1.76,0.0,6.8,Combo G,ND,185.4,ND
37,79.7,111.2,23.5,49.5,55.79,5.8,12.6,14.2,16.2,0.779,0.492,0.339,1.2,2.6,50.6,1.1282198,0.6278,0.3311,100.048,218.64,5.09571,3.48875,1.60696,4.94401,31.973,3.15117,1.79285,5.0811,2.3784,1.4324,0.3514,14.7027,Wing G,ND,198.1,ND
35,77.4,115.7,18.3,53.4,56.59,3.5,10.4,13.1,14.8,0.816,0.481,0.387,1.2,3.0,22.7,1.45103285,0.5897,0.3684,100.39,206.818,5.09567,3.3681,1.72757,4.67653,31.2,2.45535,2.22118,3.8286,2.1143,1.6,0.3714,12.0,Combo G,ND,190.5,ND
28,55.0,115.6,13.5,56.1,61.13,8.4,13.0,10.7,22.2,0.814,0.6,0.352,0.4,1.2,43.4,1.19356881,0.7143,0.2,102.302,102.643,5.09466,3.57809,1.51658,3.02478,22.2143,1.59382,1.43096,4.0714,1.3214,0.4286,0.0714,5.2143,Wing F,ND,198.1,ND
32,74.3,104.9,22.4,50.7,53.61,8.9,21.1,7.5,15.1,0.667,0.544,0.214,8.8,0.7,36.5,0.61408035,0.7021,0.3885,94.593,222.519,5.0928,-0.132875,5.22568,3.74614,32.0312,1.15778,2.58835,8.6562,1.0938,0.375,2.6562,13.25,C,ND,213.4,ND
32,83.3,121.1,19.8,59.2,63.54,3.5,17.8,7.9,11.9,0.817,0.527,0.433,2.6,2.6,40.6,1.04761905,0.6444,0.3273,100.49,210.909,5.09173,4.00634,1.08539,5.14627,33.8438,4.5608,0.585468,6.125,1.375,1.4375,0.7188,14.6875,Wing G,ND,198.1,ND
33,65.6,101.2,18.3,43.1,49.79,4.2,8.6,19.9,21.9,0.779,0.42,0.3,0.3,3.8,43.6,1.52458755,0.4615,0.3836,99.6153,166.778,5.08516,2.45807,2.62708,3.77308,27.2424,0.841448,2.93163,3.0909,2.8182,1.7273,0.0606,7.9394,Scoring PG,ND,180.3,ND
35,57.4,110.5,16.6,59.5,63.62,7.8,27.8,12.4,24.6,0.756,0.587,0.407,2.8,1.7,54.4,0.95521317,0.6437,0.3333,91.9281,197.095,5.08121,1.1089,3.97231,3.18624,22.5135,0.487285,2.69895,7.2973,1.7297,0.7568,0.5676,7.1351,Stretch 4,ND,203.2,ND
33,76.4,113.6,19.7,53.3,55.56,6.1,15.1,8.1,9.7,0.696,0.522,0.369,3.0,1.6,27.3,1.15149999,0.6883,0.4362,99.5247,188.361,5.07918,2.83299,2.24619,5.76893,30.6667,4.08892,1.68001,6.0909,1.1515,0.8182,1.0,12.8182,Wing F,ND,205.7,ND
30,69.4,102.1,27.9,51.0,53.64,7.3,20.4,11.1,17.9,0.689,0.52,0.311,5.7,2.2,29.5,0.55263886,0.728,0.3922,92.1443,204.304,5.07775,1.43147,3.64628,6.28635,31.2333,3.84749,2.43887,7.6333,1.4,1.1,1.6667,16.4333,PF/C,ND,208.3,ND
29,75.0,110.0,27.7,47.2,54.72,1.7,10.6,32.5,19.0,0.892,0.487,0.298,0.1,1.7,40.4,1.52873341,0.6106,0.395,105.233,158.46,5.07585,5.59308,-0.517227,5.46981,33.6207,4.91679,0.553026,3.7931,4.5862,0.9655,0.0345,17.5862,Scoring PG,ND,188.0,ND
32,61.8,111.1,17.8,54.0,55.77,8.4,12.1,10.0,15.3,0.765,0.514,0.375,0.7,2.0,15.1,1.05414279,0.6364,0.38,99.8149,148.091,5.07508,2.97219,2.10289,4.33873,24.9062,2.43748,1.90125,4.3438,1.2188,0.8438,0.1562,8.4062,Stretch 4,ND,205.7,ND
30,84.5,114.0,20.5,54.1,57.52,8.0,25.7,9.0,14.2,0.73,0.568,0.307,4.9,2.8,37.6,0.96296746,0.6757,0.3472,97.0782,234.354,5.07376,1.57682,3.49693,4.66829,33.4545,2.93459,1.73371,9.5152,1.5758,1.4848,1.2121,13.3939,Wing F,ND,195.6,ND
33,56.2,104.5,15.0,52.7,53.31,5.8,8.0,9.3,17.3,0.549,0.527,0.35,0.9,2.7,30.2,1.05881774,0.6579,0.3396,98.1858,136.239,5.0734,2.44603,2.62737,4.08107,23.2424,1.27271,2.80836,2.8182,1.0909,1.0909,0.2121,6.2424,Wing G,ND,200.7,ND
38,79.9,109.0,18.8,50.8,54.39,2.8,12.8,16.6,17.8,0.736,0.481,0.361,1.5,2.1,33.1,1.67607801,0.5303,0.3774,97.6201,221.81,5.07047,2.87573,2.19474,4.85188,31.7179,2.49157,2.36031,4.4103,3.0513,1.1026,0.4359,10.8974,Combo G,ND,188.0,ND
16,31.7,99.4,16.7,60.0,58.42,7.4,16.8,15.9,25.7,0.455,0.609,0.0,4.6,2.2,31.4,0.96153846,0.6491,0.4167,99.6645,72.5544,5.06823,-0.267209,5.33544,2.1475,20.6875,-1.21956,3.36706,4.6875,1.5625,0.8125,0.8125,5.875,C,ND,203.2,ND
30,73.2,117.6,24.6,65.3,65.28,12.9,15.7,6.4,17.3,0.621,0.653,0.0,10.7,1.1,73.4,0.40627196,0.768,0.3077,102.233,180.375,5.06563,1.86856,3.19707,4.4647,29.7667,3.273,1.1917,7.5333,0.8667,0.5667,2.8667,15.2,C,ND,210.8,ND
30,39.5,110.5,9.6,61.5,57.36,11.6,10.6,1.5,19.6,0.4,0.615,0.0,11.8,0.6,57.7,0.24995314,0.6889,0.1429,94.5667,94.2287,5.06067,-1.82843,6.8891,1.36428,16.9333,-2.46046,3.82474,3.3333,0.1333,0.1667,1.7667,2.5333,C,ND,208.3,ND
28,85.7,112.8,21.5,56.0,58.65,0.9,9.7,20.0,18.8,0.857,0.517,0.402,0.3,1.9,17.9,1.52057838,0.631,0.4149,106.411,168.881,5.06008,5.26735,-0.207269,4.92376,35.6429,4.83422,0.0895399,3.6786,3.9643,1.25,0.1071,16.0,Combo G,ND,193.0,ND
29,86.2,104.9,22.9,49.1,51.27,4.4,15.1,19.0,11.8,0.706,0.479,0.362,3.0,3.6,19.5,2.17299161,0.5725,0.3933,95.5978,216.302,5.0598,1.89556,3.16424,5.21227,33.7273,2.80623,2.40604,6.1515,3.4242,2.0606,0.7879,13.1818,Combo G,ND,188.0,ND
21,54.3,108.2,29.8,47.8,54.33,2.5,6.0,29.6,13.0,0.733,0.475,0.324,0.1,3.2,60.0,1.84779719,0.5783,0.405,100.653,118.515,5.05738,4.79623,0.261147,6.50306,34.619,4.60114,1.90193,2.5714,4.0476,1.8095,0.0476,18.2857,Pure PG,ND,185.4,ND
25,39.2,107.9,16.4,55.4,59.87,2.0,12.3,9.5,17.2,0.839,0.593,0.324,4.7,2.1,33.3,1.05263161,0.5938,0.5926,100.513,77.4846,5.05729,1.88068,3.17661,4.35522,15.84,1.58817,2.76705,1.88,0.8,0.56,0.68,5.16,Wing G,ND,190.5,ND
33,85.2,112.0,25.5,52.0,58.1,2.8,7.8,12.6,15.1,0.845,0.512,0.354,0.3,2.2,41.8,0.8493287,0.6143,0.3982,104.047,176.456,5.05665,5.11644,-0.059795,6.39537,34.2121,5.62826,0.767112,2.9394,1.8788,1.2727,0.0909,18.2727,Combo G,ND,188.0,ND
34,54.2,130.2,17.0,59.9,63.71,1.6,6.7,32.6,15.6,0.738,0.605,0.393,0.2,1.8,58.4,4.15145254,0.6944,0.5333,105.464,112.65,5.05636,5.69195,-0.635586,5.56265,21.8529,4.23824,1.32441,1.4412,4.0294,0.6471,0.0294,6.5588,Pure PG,ND,180.3,ND
24,44.0,115.8,25.5,58.5,61.18,5.7,15.9,7.4,12.2,0.8,0.577,0.393,2.0,2.5,24.8,0.52940277,0.6739,0.4902,94.9147,115.912,5.05345,4.23548,0.817962,8.09741,22.5,6.33084,1.76657,4.6538,0.6923,0.9615,0.3846,13.3462,Stretch 4,ND,200.7,ND
32,41.3,124.8,11.6,62.8,63.35,0.7,11.6,6.6,10.7,0.692,0.379,0.476,0.0,1.3,11.5,1.81791735,0.4,0.375,104.42,85.4125,5.05316,4.07495,0.978213,5.19824,17.0938,3.38437,1.81387,1.6875,0.625,0.375,0.0,4.7188,Combo G,ND,193.0,ND
37,75.7,116.4,14.7,51.4,54.42,1.7,9.4,11.3,12.4,0.836,0.456,0.372,0.5,2.0,19.0,2.30544716,0.6071,0.3333,98.8394,199.182,5.05175,2.90613,2.14562,3.40838,30.6757,0.948671,2.45971,3.0811,2.2432,1.0541,0.1351,9.2703,Combo G,ND,193.0,ND
24,60.6,110.6,17.8,52.6,56.22,7.3,16.9,16.8,15.0,0.727,0.52,0.356,1.7,1.5,37.7,1.6875422,0.6415,0.3878,101.659,133.165,5.04627,3.10988,1.93639,3.98494,32.4583,3.17265,0.81229,6.6667,2.25,0.75,0.5,9.6667,Wing F,ND,203.2,ND
27,57.2,109.5,13.9,57.9,59.58,0.5,10.8,20.9,22.8,0.684,0.578,0.386,1.2,2.4,28.6,2.4091256,0.6207,0.5,95.7354,154.393,5.04476,2.04304,3.00172,4.04737,31.0357,0.776757,3.27061,3.0357,3.7857,1.2143,0.3571,6.9286,Scoring PG,ND,190.5,ND
30,69.9,105.6,25.8,53.5,57.6,7.2,17.4,17.4,23.0,0.744,0.538,0.353,3.3,1.4,42.0,0.84524999,0.58,0.3333,102.092,158.204,5.04308,3.7324,1.31068,4.37927,28.3,3.58488,0.794388,6.0333,2.3667,0.6333,0.9667,13.2667,desconocido,ND,205.7,ND
20,66.2,108.7,14.7,49.2,50.41,7.3,14.7,10.4,11.9,0.6,0.507,0.317,2.8,1.2,19.7,1.88890254,0.6,0.4063,100.21,97.9409,5.04177,2.40634,2.63543,3.31969,26.0455,1.92021,1.39949,5.6364,1.5455,0.5,0.6818,6.6818,Stretch 4,ND,198.1,ND
34,76.2,110.1,24.0,52.7,55.7,10.3,26.1,12.3,15.9,0.656,0.53,0.345,2.4,2.2,47.6,0.89852352,0.634,0.3684,93.2645,245.14,5.04068,2.59661,2.44407,5.09808,30.4444,3.83429,1.26379,10.3611,1.7222,1.0556,0.6389,13.6111,Stretch 4,ND,203.2,ND
29,64.2,113.9,17.1,57.6,58.9,4.7,15.9,7.2,13.5,0.702,0.48,0.425,5.7,1.1,18.7,0.94114636,0.775,0.2759,97.3661,169.869,5.03621,2.15723,2.87898,5.21194,28.6552,2.96288,2.24905,5.5172,1.1034,0.5517,1.6552,11.1034,PF/C,ND,210.8,ND
26,55.2,109.3,27.6,53.9,57.05,15.4,24.2,10.4,16.9,0.753,0.549,0.214,6.1,0.9,30.1,0.52542743,0.6854,0.4903,99.2739,160.522,5.03256,2.95052,2.08204,4.67626,27.1923,4.29155,0.384716,9.8462,1.1923,0.4615,1.4615,15.5,C,ND,213.4,ND
30,79.4,114.3,20.8,57.2,59.76,6.4,18.0,12.3,14.9,0.753,0.539,0.424,2.6,2.5,27.7,1.14290095,0.6604,0.3908,95.6859,197.675,5.0302,3.12868,1.90152,5.48916,31.7667,4.35239,1.13678,6.7333,1.8667,1.3,0.7667,13.1667,Wing F,ND,203.2,ND
32,89.6,104.5,18.7,46.5,50.39,7.9,18.8,10.3,13.1,0.747,0.47,0.2,7.3,2.0,29.1,1.1488971,0.6825,0.3298,98.0309,238.963,5.03002,0.00584303,5.02418,4.20771,35.9688,1.42867,2.77904,8.0938,1.6875,1.2188,2.4375,11.7188,PF/C,ND,208.3,ND
34,28.7,121.0,17.9,54.3,58.38,3.2,11.8,17.1,13.7,0.78,0.477,0.42,1.1,2.1,35.7,2.33339623,0.6316,0.2692,101.59,73.175,5.0294,3.90276,1.12663,5.35421,11.8235,3.18871,2.1655,1.6176,1.2353,0.4412,0.1176,4.6176,Wing G,ND,198.1,ND
34,60.4,124.4,24.7,60.2,64.25,2.9,8.9,10.7,9.5,0.868,0.477,0.476,0.1,1.5,31.4,1.08819997,0.58,0.3333,101.722,126.318,5.02894,7.37034,-2.3414,9.44105,24.9412,10.1535,-0.712445,2.5294,1.0882,0.6471,0.0294,15.7647,desconocido,ND,185.4,ND
33,44.5,116.4,11.5,52.6,54.01,0.2,10.1,20.9,15.8,0.8,0.541,0.344,0.6,2.5,10.2,3.82317528,0.75,0.44,92.8043,98.6251,5.02785,2.3045,2.72335,4.6846,17.8788,1.04039,3.64421,1.4545,1.9697,0.697,0.0909,3.3636,Scoring PG,ND,193.0,ND
7,18.3,128.1,18.6,60.8,64.35,0.0,15.0,25.8,12.1,0.875,0.5,0.447,1.1,2.0,26.7,3.12485778,0.5385,0.4444,105.874,37.801,5.02519,4.93908,0.0861113,5.59248,31.5714,4.65773,0.934747,3.8571,3.5714,1.0,0.2857,12.4286,Scoring PG,ND,185.4,ND
34,51.4,112.3,24.3,54.4,58.0,10.4,17.1,14.3,17.6,0.672,0.545,0.359,1.3,2.7,59.3,0.90193335,0.65,0.3582,95.3818,145.012,5.02409,3.39839,1.6257,6.21809,21.0294,4.34779,1.8703,4.9118,1.3529,0.9412,0.2647,9.8824,Wing F,ND,200.7,ND
25,70.9,103.2,20.5,49.6,52.05,5.0,7.2,24.1,20.1,0.725,0.515,0.299,0.1,4.4,21.4,1.81355949,0.5952,0.2889,101.327,159.595,5.02406,3.52915,1.49491,3.44433,31.04,1.37238,2.07195,3.44,4.28,2.52,0.04,10.92,Scoring PG,ND,182.9,ND
32,74.7,104.0,20.4,43.9,50.25,4.5,13.0,11.2,11.8,0.824,0.424,0.311,1.9,3.1,36.7,1.26315789,0.5208,0.3263,99.408,186.823,5.02012,1.9531,3.06702,5.05608,30.25,2.19309,2.86299,4.7188,1.5,1.5312,0.5,10.8438,Wing G,ND,188.0,ND
25,46.4,120.3,26.3,58.3,60.95,13.9,28.2,15.2,13.3,0.671,0.592,0.0,3.0,1.6,56.9,1.39285344,0.6356,0.3913,90.8016,103.859,5.01976,2.67533,2.34443,5.52186,17.8276,4.12163,1.40022,6.3793,1.3448,0.5517,0.4138,8.9655,C,ND,205.7,ND
37,43.3,98.7,9.8,42.9,43.24,3.8,7.9,10.8,21.7,0.462,0.459,0.275,0.7,1.8,12.3,1.92315352,0.58,0.3333,99.8764,111.58,5.018,2.90342,2.11458,1.88566,17.3784,-0.320733,2.20639,2.0,1.3514,0.5946,0.1351,2.6216,desconocido,ND,190.5,ND
25,64.6,114.0,18.1,54.4,56.51,3.4,17.3,13.7,11.2,0.757,0.534,0.373,3.6,1.7,19.2,2.0,0.6364,0.4038,93.9049,126.824,5.01493,2.06376,2.95117,5.40863,25.5185,3.33594,2.07269,4.5556,1.7778,0.7407,0.8889,9.7407,Wing F,ND,208.3,ND
33,83.2,116.1,17.5,54.1,56.24,2.2,8.9,21.0,16.0,0.716,0.423,0.428,0.7,3.0,23.8,2.2399701,0.5294,0.3065,100.445,190.719,5.01444,3.9378,1.07664,4.64518,34.7353,2.71493,1.93025,3.2353,3.2941,1.7059,0.2059,10.6471,Scoring PG,ND,185.4,ND
35,71.1,103.8,14.4,52.6,54.32,6.1,12.4,10.4,20.4,0.694,0.576,0.188,1.4,1.6,18.9,1.02275076,0.703,0.3509,96.9901,155.085,5.01327,0.975642,4.03763,3.39685,28.6286,0.575838,2.82101,4.2857,1.2857,0.6857,0.3429,6.4286,Wing G,ND,198.1,ND
13,65.0,112.8,18.9,54.5,59.53,1.9,14.4,26.7,18.9,0.81,0.475,0.393,1.3,2.9,41.6,2.19230008,0.5556,0.4091,97.6264,81.3412,5.01013,3.54341,1.46672,4.47013,30.7692,2.57761,1.89251,4.2308,4.3846,1.6154,0.3846,11.0769,Scoring PG,ND,180.3,ND
34,55.8,93.6,14.3,39.9,42.6,3.4,8.6,14.3,16.5,0.634,0.417,0.257,2.0,3.6,23.7,1.90315847,0.5263,0.2941,91.9809,151.466,5.00731,0.830709,4.1766,3.55021,22.4118,-0.942351,4.49256,2.5294,1.7353,1.3824,0.4412,4.8235,Combo G,ND,190.5,ND
32,56.8,111.9,17.8,53.3,57.85,17.6,20.6,5.4,21.5,0.681,0.53,0.5,3.9,1.8,69.1,0.46943573,0.675,0.3208,102.236,152.301,5.00723,2.3652,2.64203,1.71259,23.5,0.905502,0.807086,7.7188,0.7188,0.7188,0.8438,6.5312,PF/C,ND,208.3,ND
