GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TP_per,blk_per,stl_per,ftr,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,treb,ast,stl,blk,pts,posicion,ronda,altura_cm,rango_pick
35,58.4,117.6,19.1,63.3,64.63,5.6,16.3,9.5,17.3,0.741,0.545,0.448,4.2,1.9,21.7,0.87229125,0.5526,0.5526,104.064,161.572,5.30565,3.60489,1.70075,4.4122,23.3714,3.76294,0.64926,4.2,1.1714,0.7714,0.8857,10.1429,PF/C,ND,205.7,ND
10,16.9,113.6,22.8,48.1,57.16,2.7,15.6,21.1,15.4,0.848,0.404,0.4,1.3,3.5,59.7,1.66666667,0.4848,0.2143,93.8118,56.0252,5.30451,3.4131,1.89141,5.58796,24.8,2.26101,3.32696,4.2,2.5,1.5,0.3,11.3,Combo G,ND,193.0,ND
34,79.6,103.4,21.3,55.4,57.81,7.3,27.0,18.9,24.1,0.618,0.543,0.44,3.0,1.4,69.4,1.04855746,0.6918,0.2619,95.2679,261.172,5.3006,0.879435,4.42117,4.417,32.2941,1.79844,2.61856,10.3235,3.1765,0.8235,0.7941,12.1176,PF/C,ND,203.2,ND
35,75.1,108.4,20.9,48.9,54.21,1.4,11.6,22.5,20.4,0.827,0.455,0.338,0.2,2.4,33.8,1.61844892,0.5254,0.3846,99.4654,189.08,5.29938,3.67827,1.62111,4.99708,30.4857,2.50261,2.49447,3.4857,3.5143,1.2286,0.0571,11.6857,Scoring PG,ND,185.4,ND
32,79.1,103.6,30.3,47.3,52.79,5.1,20.7,18.4,15.4,0.81,0.496,0.293,5.1,2.0,35.6,1.05067045,0.6184,0.3211,86.5026,229.184,5.29648,1.95894,3.33754,6.55554,30.9394,4.12107,2.43448,7.0606,2.5152,1.0303,1.2424,16.6667,Stretch 4,ND,198.1,ND
33,78.3,103.2,20.3,48.7,51.94,1.4,9.6,21.4,16.5,0.741,0.408,0.36,0.6,2.4,26.0,1.89650672,0.5893,0.2609,94.2519,183.865,5.29602,2.59278,2.70324,5.4041,32.2727,2.14044,3.26366,2.8485,3.3333,1.2727,0.1515,11.0,Scoring PG,ND,182.9,ND
24,46.1,123.0,12.5,68.2,69.19,8.9,19.7,3.7,19.1,0.71,0.682,0.0,12.2,1.2,36.5,0.40909093,0.7089,0.3333,93.5108,113.803,5.29582,-0.997551,6.29337,4.33195,19.76,0.683598,3.64836,5.08,0.36,0.44,2.16,5.92,C,ND,205.7,ND
35,75.2,104.4,15.9,43.1,49.61,4.8,11.7,21.3,23.4,0.805,0.405,0.309,2.3,3.3,39.0,2.0,0.58,0.3333,95.5957,206.993,5.29554,2.55868,2.73686,3.86154,30.2857,0.740255,3.12129,4.5429,3.8286,1.7143,0.6857,7.0571,desconocido,ND,198.1,ND
25,52.8,115.3,15.5,54.0,55.84,4.2,14.4,4.3,11.7,0.8,0.618,0.349,8.5,1.7,13.4,0.85716121,0.8261,0.1818,92.4752,130.512,5.29301,1.18102,4.11199,5.27972,25.1481,2.69727,2.58245,4.0741,0.6667,0.7778,1.6667,8.6296,PF/C,ND,203.2,ND
21,49.8,105.7,29.8,51.8,56.25,5.4,17.5,25.8,22.8,0.823,0.463,0.514,3.4,3.7,31.2,1.1249795,0.5429,0.322,94.7677,105.014,5.29142,2.11735,3.17407,7.91549,22.3478,5.18845,2.72705,4.0435,2.7391,1.3043,0.6087,12.2609,Combo G,ND,195.6,ND
31,67.4,99.6,22.6,47.3,50.16,10.9,22.1,11.7,17.3,0.634,0.459,0.429,3.9,2.5,36.6,0.81031534,0.5714,0.25,88.2002,205.734,5.29124,0.614418,4.67683,4.1675,27.2903,0.939225,3.22827,8.3226,1.5161,1.1935,0.9677,10.4839,PF/C,ND,210.8,ND
39,82.3,116.7,25.1,50.1,56.01,1.0,8.1,32.6,16.9,0.828,0.429,0.369,0.2,2.0,39.9,2.42105263,0.4964,0.2593,105.007,195.601,5.29101,6.55084,-1.25983,6.29169,32.925,5.96831,0.323382,2.475,5.75,1.125,0.05,15.325,Pure PG,ND,180.3,ND
37,80.0,109.1,24.9,48.5,51.37,8.0,16.5,16.8,13.0,0.587,0.488,0.314,1.3,1.4,58.4,1.58730244,0.6335,0.3478,97.2899,206.663,5.28837,3.15049,2.13788,5.59122,32.4324,3.90535,1.68587,6.6216,2.7027,0.7568,0.3784,13.973,Wing F,ND,203.2,ND
33,70.6,106.6,19.4,48.9,52.2,3.6,15.6,16.8,17.7,0.701,0.444,0.385,1.1,1.3,32.3,1.59998793,0.4756,0.4167,96.2007,175.014,5.2867,2.68688,2.59981,5.06367,28.6667,2.45539,2.60827,5.0,2.6667,0.6364,0.303,9.8182,Wing F,ND,203.2,ND
32,22.2,117.7,18.0,53.9,55.85,5.1,10.0,6.0,9.7,0.923,0.515,0.365,1.8,1.3,10.1,1.09075041,0.6875,0.3125,99.3164,60.1213,5.2856,4.45249,0.833118,6.51764,10.5625,4.88564,1.632,1.5,0.375,0.25,0.1875,4.7188,Wing G,ND,193.0,ND
25,48.0,113.1,29.0,54.6,58.27,11.3,18.3,18.4,13.7,0.728,0.554,0.286,6.0,1.1,42.2,1.07898955,0.6357,0.4133,87.1285,100.369,5.28465,1.95692,3.32773,6.1961,18.6552,4.54448,1.65161,4.7586,1.4138,0.4138,0.931,11.8966,PF/C,ND,213.4,ND
20,86.4,114.7,22.5,49.6,54.6,1.7,8.5,14.8,7.8,0.764,0.358,0.394,0.3,1.6,40.6,2.11541715,0.4444,0.2951,103.753,108.908,5.28284,5.82639,-0.543549,5.76798,33.8182,5.22492,0.543058,3.3636,2.5,0.9545,0.0909,16.3182,Combo G,ND,188.0,ND
30,78.0,115.8,20.7,54.2,60.44,2.3,11.2,10.3,16.9,0.85,0.53,0.367,0.5,3.4,44.9,0.83636069,0.6167,0.4386,91.7047,180.812,5.28178,3.26642,2.01537,5.48801,31.4667,2.77612,2.71188,3.6,1.5333,1.7667,0.1667,13.8333,Combo G,ND,190.5,ND
34,65.2,105.2,14.6,52.2,53.71,9.9,13.6,11.3,21.0,0.557,0.526,0.0,3.3,2.4,64.7,1.24450315,0.6753,0.3276,93.3958,172.889,5.28049,0.92046,4.36003,3.46385,26.3824,0.160441,3.30341,5.2941,1.6471,1.0294,0.8824,5.6176,PF/C,ND,198.1,ND
30,60.6,108.0,15.0,48.8,54.86,2.3,8.0,9.9,17.1,0.85,0.438,0.347,0.3,2.4,37.0,1.21871189,0.5333,0.375,96.5364,132.808,5.27929,3.11221,2.16707,4.18473,25.0333,0.868912,3.31582,2.2667,1.3,1.0,0.0667,6.9667,Combo G,ND,190.5,ND
28,32.2,109.1,20.7,56.6,61.66,10.1,10.6,7.0,22.4,0.795,0.569,0.368,3.2,1.5,48.4,0.5,0.62,0.4545,96.7301,66.9264,5.27928,2.28103,2.99825,4.52339,12.9286,1.75146,2.77193,2.2857,0.5,0.3214,0.4286,4.9286,Wing F,ND,203.2,ND
30,67.6,120.1,24.0,61.4,64.41,11.8,19.0,6.9,15.4,0.754,0.616,0.0,3.9,1.9,42.3,0.49091801,0.8,0.4408,100.003,177.813,5.27824,3.12437,2.15386,5.96193,28.0667,4.71068,1.25125,7.8,0.9,0.9333,1.0667,15.3667,C,ND,205.7,ND
24,70.6,105.8,14.5,44.6,46.64,3.5,9.0,22.0,19.7,0.737,0.41,0.333,0.3,4.5,13.6,2.82346297,0.5,0.3077,100.719,133.766,5.27823,3.01444,2.2638,3.81719,28.5417,0.349424,3.46777,3.0417,4.0,2.2083,0.0833,5.7917,Scoring PG,ND,188.0,ND
31,60.0,108.2,17.9,45.8,51.14,8.1,14.4,9.4,16.3,0.766,0.496,0.25,2.1,2.2,38.3,0.94595719,0.58,0.3333,97.9174,144.639,5.27426,2.53382,2.74045,4.77472,24.2903,2.57854,2.19618,4.9677,1.129,0.9032,0.4516,7.8387,desconocido,ND,200.7,ND
8,14.5,111.4,20.8,64.7,70.82,2.9,12.3,15.2,26.3,0.821,0.636,0.435,6.1,2.9,82.4,0.8,0.8333,0.3333,101.04,33.8281,5.27318,1.87441,3.39876,7.0388,21.25,3.9659,3.0729,2.5,1.5,1.0,1.125,8.375,Wing G,ND,193.0,ND
8,16.9,104.8,26.3,50.7,56.65,7.2,21.0,14.2,20.9,0.794,0.415,0.5,2.1,1.9,46.6,0.8,0.6522,0.2333,98.6387,44.4512,5.2717,2.62276,2.64894,4.90025,28.0,3.41168,1.48857,6.375,2.0,0.875,0.5,12.625,Stretch 4,ND,205.7,ND
30,86.0,136.1,13.3,67.8,68.74,2.6,6.9,5.9,8.2,0.875,0.571,0.472,0.7,1.8,8.5,1.7499625,0.8929,0.3143,105.664,169.885,5.27078,5.32383,-0.053055,4.97304,34.8333,4.63112,0.341928,3.1,1.1667,1.1,0.2333,13.4,Wing G,ND,193.0,ND
37,69.9,114.0,15.2,51.4,54.83,1.0,8.2,11.9,13.6,0.75,0.468,0.362,0.5,1.8,29.6,2.17131686,0.5577,0.359,97.8885,166.173,5.26866,3.66881,1.59984,3.38785,27.8421,1.36738,2.02047,2.4474,2.0,0.8421,0.1316,8.2105,Combo G,ND,188.0,ND
38,69.8,102.9,13.6,53.2,54.35,5.2,11.9,9.6,22.6,0.59,0.452,0.393,1.3,2.1,30.3,1.03569241,0.5082,0.2857,104.679,188.679,5.26518,2.5111,2.75408,2.99817,28.0263,0.835145,2.16303,4.0789,1.5263,1.0,0.3158,6.5789,Wing G,ND,198.1,ND
35,60.7,113.3,15.2,43.7,50.53,2.8,4.7,15.2,13.6,0.809,0.394,0.321,1.1,1.5,41.4,2.49994534,0.58,0.3333,98.66,128.842,5.26467,3.65548,1.60919,4.62574,25.5714,2.1727,2.45304,1.8571,2.2857,0.6571,0.3143,7.4286,desconocido,ND,190.5,ND
37,74.7,113.4,17.0,50.9,53.75,1.8,9.0,29.1,19.9,0.667,0.5,0.35,0.3,2.6,37.2,2.90473948,0.5778,0.3906,93.6628,194.709,5.26419,3.03362,2.23057,5.44496,29.8919,2.19106,3.2539,3.0541,4.9459,1.2973,0.0811,8.0,Pure PG,ND,185.4,ND
31,55.3,105.7,21.6,55.2,57.16,11.5,18.6,8.2,20.1,0.636,0.552,0.0,11.3,0.5,42.1,0.54165589,0.6514,0.4054,96.4971,139.685,5.26377,-0.477521,5.74129,3.16071,22.2903,0.043842,3.11687,5.7419,0.8387,0.1935,2.2903,8.0968,C,ND,208.3,ND
34,68.7,113.3,16.7,60.0,61.79,0.8,10.7,12.8,17.2,0.755,0.649,0.391,0.3,1.7,20.9,1.44675922,0.7347,0.125,101.836,159.501,5.26357,4.50487,0.758702,4.27692,27.4706,3.13444,1.14248,2.9412,2.0,0.7941,0.0882,10.1471,Combo G,ND,193.0,ND
29,67.9,123.7,15.3,55.0,58.81,7.9,17.4,7.8,11.0,0.736,0.553,0.353,1.2,2.8,42.6,1.77272094,0.5795,0.5156,95.5753,156.502,5.25923,3.06845,2.19078,4.7653,26.6129,3.05656,1.70874,5.5484,1.2581,1.2581,0.2581,8.1935,Wing G,ND,190.5,ND
31,74.3,102.2,16.3,47.9,51.9,6.9,12.1,11.0,20.9,0.67,0.528,0.162,0.7,2.6,45.1,0.96492082,0.6957,0.3488,96.4607,182.837,5.25819,2.21677,3.04142,3.70117,30.4194,0.675193,3.02598,5.6452,1.7742,1.3871,0.2258,8.7419,Wing G,ND,193.0,ND
34,72.4,105.6,17.2,40.5,48.58,10.2,17.7,13.4,18.5,0.769,0.411,0.0,3.3,2.8,52.7,1.33999728,0.6292,0.2411,89.2845,199.286,5.25616,0.220629,5.03553,3.71885,28.9706,-0.0658327,3.78468,6.7941,1.9706,1.2941,0.8235,7.3235,PF/C,ND,200.7,ND
35,69.9,113.1,24.2,54.6,56.35,11.6,19.5,4.6,13.2,0.619,0.547,0.0,5.3,2.1,42.6,0.42103647,0.6827,0.3946,93.1581,228.119,5.25507,2.49383,2.76125,5.47354,28.1714,3.70129,1.77225,8.0286,0.6857,1.0571,1.5429,15.2571,C,ND,205.7,ND
34,55.7,123.0,16.1,59.0,60.12,1.4,12.9,5.7,5.3,0.769,0.467,0.421,1.4,0.8,10.9,2.09119013,0.65,0.375,104.903,118.958,5.25385,4.83464,0.419212,5.65611,22.4412,5.0699,0.586213,2.5588,0.6765,0.2941,0.2647,8.8529,Wing G,ND,188.0,ND
36,78.2,112.6,24.6,52.1,54.43,2.1,7.6,13.8,11.0,0.814,0.462,0.381,0.2,2.3,16.0,1.44446659,0.6264,0.3701,100.313,181.761,5.25342,4.98543,0.267993,7.18791,31.5,6.09265,1.09527,2.6667,2.1667,1.2778,0.0556,17.4444,Combo G,ND,193.0,ND
33,40.4,128.9,14.0,55.9,60.01,7.8,15.2,8.9,9.9,0.853,0.5,0.386,1.3,1.5,28.8,1.99975712,0.4762,0.5556,101.205,93.7792,5.25233,4.25577,0.996563,4.70267,16.3529,3.74314,0.959525,3.2647,0.8235,0.4118,0.2353,5.0588,Stretch 4,ND,205.7,ND
28,51.5,117.4,17.1,60.3,61.22,4.9,12.0,5.7,12.7,0.69,0.571,0.419,1.2,0.4,17.1,0.85719999,0.7778,0.3902,99.9581,92.7829,5.25103,4.10201,1.14903,5.0365,20.6786,3.84781,1.18869,3.1071,0.6429,0.1429,0.25,8.0357,Wing F,ND,195.6,ND
27,65.8,109.3,24.8,51.7,54.84,3.3,12.5,10.7,12.3,0.877,0.507,0.353,1.2,1.5,17.9,1.0,0.5532,0.4938,103.07,144.772,5.2505,4.57353,0.676974,6.41193,32.2963,5.53729,0.874637,4.1111,1.5926,0.7778,0.3333,16.0,Wing G,ND,198.1,ND
10,11.7,132.3,9.3,55.9,59.35,2.0,10.3,10.0,5.6,0.8,0.5,0.385,0.0,2.6,29.4,6.99999978,0.6667,0.0,101.297,21.0219,5.24849,3.49955,1.74894,4.50088,11.8,1.63425,2.86663,1.2,0.7,0.5,0.0,2.3,Combo G,ND,195.6,ND
32,78.3,109.8,16.7,58.0,58.74,3.3,16.2,12.5,13.2,0.604,0.664,0.323,6.9,1.3,33.0,1.50003751,0.7864,0.3721,100.129,225.919,5.24804,1.00854,4.2395,4.6871,31.9697,2.03866,2.64844,5.6667,2.0,0.8182,2.1818,11.8485,Stretch 4,ND,205.7,ND
32,72.4,116.3,15.5,55.9,58.66,0.8,10.8,13.4,14.8,0.804,0.402,0.428,0.3,1.9,22.1,1.68421053,0.45,0.375,96.8001,168.211,5.24132,2.78213,2.45918,5.224,31.2188,2.0531,3.1709,3.2188,2.0,0.9688,0.0938,10.25,Combo G,ND,190.5,ND
12,39.8,106.0,26.1,54.1,55.78,3.7,14.8,19.4,17.4,0.659,0.553,0.345,0.5,2.9,25.9,1.19355088,0.6481,0.44,101.146,75.3661,5.23475,4.00051,1.23423,4.33958,33.3333,3.60339,0.736193,5.0833,3.0833,1.6667,0.1667,16.5,Wing G,ND,195.6,ND
33,66.9,121.5,16.9,55.4,59.52,2.1,8.4,9.2,10.6,0.815,0.37,0.442,0.1,2.3,32.7,1.62955269,0.4872,0.2941,108.327,138.751,5.23174,5.11479,0.116952,4.89476,26.8485,3.93084,0.963926,2.3939,1.3333,1.0303,0.0303,10.3333,Combo G,ND,188.0,ND
33,79.5,116.3,20.0,53.7,56.25,1.5,8.4,16.5,13.3,0.776,0.497,0.388,0.0,1.1,20.9,1.91674118,0.5536,0.4745,100.715,160.777,5.22734,4.81957,0.407773,5.5069,32.2727,4.10683,1.40008,2.9091,2.7879,0.6061,0.0,13.6061,Combo G,ND,188.0,ND
35,30.4,120.1,19.1,56.4,63.61,14.9,14.4,2.7,18.2,0.806,0.564,0.0,7.5,1.3,71.3,0.25926887,0.6329,0.3333,98.7162,87.5657,5.22723,2.10272,3.12451,3.57381,12.1714,1.33754,2.23626,3.2,0.2,0.2857,0.8571,4.9143,C,ND,215.9,ND
39,81.5,120.9,14.3,62.6,63.99,0.7,6.6,7.3,15.1,0.829,0.5,0.433,0.3,1.6,12.5,1.10638115,0.6071,0.375,103.568,182.42,5.22587,4.46045,0.765424,4.43559,32.7949,3.07384,1.36175,2.0513,1.3333,0.8974,0.1026,11.4359,Combo G,ND,188.0,ND
28,47.3,130.7,16.0,61.5,65.78,6.1,12.7,16.6,14.8,0.849,0.629,0.403,0.8,1.4,38.1,2.0798522,0.8065,0.4516,110.949,101.842,5.22217,5.20994,0.0122248,5.56028,22.3929,5.1897,0.370572,3.5714,1.8571,0.5357,0.1429,7.7143,Wing G,ND,195.6,ND
30,58.0,101.7,19.5,46.4,51.03,8.1,24.6,34.5,27.6,0.714,0.488,0.154,0.5,2.2,40.6,2.00004484,0.5647,0.3095,88.8848,160.715,5.22074,1.31634,3.9044,5.93823,24.3667,2.09316,3.84508,6.6333,4.4667,0.9,0.1,5.6,Wing G,ND,198.1,ND
32,61.2,107.3,24.2,57.4,60.79,10.1,22.3,5.9,20.2,0.725,0.574,0.0,6.6,3.5,46.5,0.32837514,0.7484,0.3107,91.7705,193.563,5.21957,0.86138,4.35819,5.30475,24.2121,2.7992,2.50555,6.6667,0.6667,1.4545,1.3333,11.8485,C,ND,208.3,ND
33,81.8,133.1,11.4,65.8,67.15,8.0,12.9,9.4,13.1,0.685,0.7,0.393,0.2,1.7,55.3,2.17247036,0.7416,0.4,106.151,195.616,5.21881,3.84267,1.37614,2.62809,33.4412,1.61579,1.0123,6.1765,1.8529,1.0,0.0588,8.2941,Wing G,ND,195.6,ND
35,72.4,117.9,21.5,58.6,61.61,13.7,21.1,3.9,15.0,0.667,0.59,0.0,3.2,1.3,73.6,0.35186988,0.7135,0.3294,95.7506,195.864,5.21775,3.00601,2.21174,5.13681,30.3143,4.31105,0.825759,8.5714,0.5429,0.6286,0.8286,12.9714,C,ND,205.7,ND
34,74.8,108.6,19.7,51.4,54.05,5.2,10.3,18.8,19.0,0.746,0.456,0.389,1.5,2.7,23.0,1.49209342,0.58,0.3333,96.1083,187.056,5.2177,2.93588,2.28182,4.22177,30.7941,2.01258,2.20918,4.0294,2.7647,1.3529,0.3824,10.2647,desconocido,ND,188.0,ND
35,90.7,112.8,28.4,54.4,59.66,7.3,24.4,22.6,20.0,0.717,0.552,0.318,3.4,1.2,70.4,1.00841176,0.6351,0.4247,98.9913,273.121,5.21561,3.05618,2.15943,6.25986,36.4286,5.06972,1.19014,11.0286,3.4286,0.7143,1.2286,18.7429,PF/C,ND,203.2,ND
29,86.2,110.5,25.3,50.0,53.95,4.8,16.8,22.9,12.9,0.701,0.445,0.38,0.2,3.6,42.0,1.89290524,0.61,0.2973,107.059,196.472,5.21453,5.76327,-0.548735,5.13685,37.1379,5.56545,-0.428592,6.069,3.6552,2.1034,0.069,16.6897,Combo G,ND,193.0,ND
33,62.9,130.3,15.3,60.8,62.55,2.0,7.4,10.1,4.6,0.838,0.613,0.403,0.4,1.6,14.7,3.80032995,0.7143,0.5741,108.643,119.161,5.2137,5.60199,-0.388288,6.48062,25.2727,5.55172,0.928899,2.1515,1.1515,0.6667,0.0909,10.1818,Combo G,ND,185.4,ND
34,92.4,117.0,20.9,56.3,60.39,2.6,11.3,6.1,12.4,0.837,0.503,0.4,1.1,2.6,31.1,0.67852588,0.6271,0.4464,105.236,218.232,5.21229,5.17367,0.0386203,5.61198,37.2353,5.08658,0.525402,4.6471,1.1176,1.6176,0.3529,18.4706,Wing G,ND,200.7,ND
29,69.9,99.1,27.5,51.9,51.2,6.6,20.9,19.1,16.8,0.442,0.517,0.354,1.7,4.2,33.6,1.0,0.58,0.3333,88.7545,204.31,5.2095,2.05262,3.15688,7.04291,30.2414,4.11802,2.92488,7.2414,2.2069,2.0,0.4483,13.7586,desconocido,ND,193.0,ND
33,81.9,110.9,30.2,49.8,55.58,5.8,17.3,20.3,12.6,0.778,0.492,0.344,2.4,1.0,46.2,1.2857344,0.6067,0.4098,108.357,196.341,5.20572,4.40322,0.802491,6.65755,33.2424,6.17683,0.480725,6.7576,2.7273,0.5758,0.7576,19.6364,Stretch 4,ND,205.7,ND
32,63.1,116.4,17.9,52.8,55.14,7.4,7.7,5.4,10.2,0.703,0.491,0.371,1.3,1.0,25.8,0.96006145,0.7551,0.2712,97.9915,123.31,5.20224,4.95528,0.246964,4.49511,25.625,4.22539,0.269722,3.3125,0.75,0.4375,0.3125,9.5938,Wing F,ND,195.6,ND
35,78.9,111.6,22.6,49.4,56.29,4.8,16.3,9.6,15.8,0.776,0.525,0.311,1.3,2.5,57.1,0.74242986,0.6228,0.2826,101.664,219.486,5.19763,4.12533,1.0723,5.36464,31.8857,4.18931,1.17534,6.0286,1.4,1.3143,0.3714,14.0286,Wing G,ND,195.6,ND
33,78.7,119.0,23.2,59.5,63.31,2.4,12.7,33.5,18.4,0.809,0.567,0.468,0.7,3.7,36.7,2.16441386,0.6458,0.4468,102.026,200.741,5.19518,4.96464,0.230538,5.69266,31.6061,4.21117,1.48149,3.8485,4.7879,1.9394,0.2121,13.5152,Pure PG,ND,182.9,ND
24,91.0,113.1,21.4,53.4,55.36,1.8,17.4,21.0,12.6,0.729,0.478,0.378,2.2,2.2,19.8,2.6428129,0.5246,0.4231,97.2717,171.334,5.19422,3.97611,1.21812,5.6133,35.5769,4.51429,1.09901,5.8846,4.2692,1.3846,0.6154,14.7308,Combo G,ND,195.6,ND
33,73.5,96.3,18.2,47.1,49.69,10.1,20.8,7.4,20.0,0.562,0.471,0.0,9.7,2.3,58.8,0.55931541,0.6241,0.2,87.4781,234.739,5.1903,-1.49921,6.68951,2.54849,29.3939,-0.474444,3.02293,8.1818,1.0,1.1212,2.1515,8.5152,C,ND,208.3,ND
29,84.5,105.8,20.3,48.0,49.86,2.9,16.8,23.9,14.5,0.696,0.442,0.337,1.1,2.8,16.3,2.60418739,0.475,0.3636,94.1229,191.527,5.18962,2.1335,3.05612,4.1112,33.1333,1.24938,2.86182,5.3667,4.1667,1.5333,0.3,10.5667,Combo G,ND,193.0,ND
32,48.9,120.3,13.9,55.3,57.74,3.3,6.1,8.2,9.9,0.87,0.407,0.423,0.4,3.3,15.2,1.78559998,0.7333,0.2821,91.5112,111.662,5.18267,3.67924,1.50343,5.11199,19.5625,1.96508,3.14691,1.625,0.7812,1.0312,0.0625,5.8438,Combo G,ND,185.4,ND
35,37.4,101.2,16.6,48.9,52.63,8.8,12.3,13.8,25.1,0.635,0.5,0.314,3.4,2.4,54.7,1.08570004,0.619,0.2222,93.2634,95.1546,5.18149,0.984344,4.19715,2.97364,15.0,-0.456613,3.43026,2.6,1.0857,0.5714,0.4571,3.6,Wing F,ND,200.7,ND
18,40.1,124.1,25.6,58.7,62.55,3.0,9.3,19.1,12.0,0.836,0.51,0.442,0.0,3.2,32.2,1.62958266,0.619,0.3415,106.828,93.1978,5.17967,6.77247,-1.5928,7.8294,28.3684,7.1965,0.632903,2.7895,2.3158,1.4737,0.0526,16.6316,Scoring PG,ND,182.9,ND
33,67.1,114.3,14.6,50.0,53.41,5.2,15.0,9.6,10.4,0.782,0.278,0.415,1.6,1.8,24.9,1.99986248,0.3659,0.1842,105.012,163.619,5.17924,3.50066,1.67858,3.99303,27.1515,2.82492,1.16811,4.5758,1.4545,0.8788,0.3939,8.0,Wing G,ND,195.6,ND
33,72.9,117.2,26.8,55.4,61.41,11.0,18.5,8.6,13.4,0.772,0.573,0.275,3.5,1.1,63.2,0.65572087,0.6368,0.3846,103.876,195.501,5.17922,4.18714,0.992078,4.95058,29.3939,4.30433,0.64625,7.3333,1.2121,0.5758,1.0,16.4545,PF/C,ND,200.7,ND
31,83.3,113.5,14.2,58.3,58.34,0.5,9.7,13.0,13.2,0.571,0.596,0.386,0.7,1.5,8.3,2.38229403,0.6923,0.3889,101.55,170.628,5.17833,3.56168,1.61665,4.84469,33.5806,3.19035,1.65434,3.1935,2.6129,0.9032,0.2258,9.9355,Combo G,ND,195.6,ND
31,66.8,112.8,29.8,53.5,58.32,12.3,27.2,11.0,15.6,0.702,0.545,0.111,3.5,4.4,65.6,0.62318911,0.6429,0.3367,91.1858,220.154,5.17507,2.44185,2.73322,7.51452,26.2353,5.66444,1.85008,9.0294,1.2647,1.9118,0.8529,15.4412,Wing G,ND,193.0,ND
34,78.5,130.9,16.6,64.7,66.99,14.1,11.6,3.9,13.8,0.704,0.658,0.0,2.6,1.2,67.2,0.55557233,0.7474,0.2979,108.025,179.354,5.17309,5.60534,-0.432246,3.72697,31.5294,4.55292,-0.825944,7.3235,0.7353,0.6765,0.9118,12.5294,C,ND,205.7,ND
25,87.0,110.1,28.9,49.4,56.27,1.0,10.7,38.8,16.5,0.861,0.464,0.366,0.0,2.6,42.0,2.16436948,0.4713,0.4621,100.769,162.576,5.17084,5.775,-0.60416,6.12544,34.6923,5.63682,0.488621,3.7308,6.0769,1.6154,0.0,18.5769,Pure PG,ND,188.0,ND
33,74.8,106.1,18.2,48.6,52.22,4.1,10.1,15.6,13.9,0.75,0.477,0.331,0.3,2.8,28.8,1.76745972,0.5366,0.4058,92.9923,179.849,5.16754,2.0594,3.10814,4.72647,30.2727,1.43951,3.28696,3.8182,2.303,1.4242,0.0909,10.0,Combo G,ND,182.9,ND
33,94.1,115.4,26.4,53.3,58.0,1.6,9.7,31.8,17.2,0.848,0.468,0.425,0.3,3.2,31.3,2.05156156,0.5506,0.4308,99.8925,233.58,5.16719,5.06039,0.106806,5.85996,37.2941,4.87067,0.989298,3.6765,5.8529,2.0294,0.0882,18.2647,Pure PG,ND,180.3,ND
21,63.5,110.0,17.0,63.9,64.6,8.8,9.5,18.9,25.8,0.656,0.729,0.158,0.7,3.1,30.8,1.33333329,0.7625,0.2,97.7083,103.49,5.16491,2.61487,2.55004,4.05693,24.913,1.67633,2.3806,3.9565,2.4348,1.3043,0.1304,7.5652,Combo G,ND,190.5,ND
24,63.2,106.1,30.7,45.6,52.04,12.4,32.0,11.9,12.7,0.758,0.46,0.0,6.4,2.1,48.9,0.88238592,0.5876,0.4061,91.4652,194.622,5.16442,1.29561,3.86882,6.77639,32.5769,4.97343,1.80295,11.8462,1.7308,1.1923,1.8077,17.2692,PF/C,ND,200.7,ND
35,75.0,97.7,29.3,46.3,49.5,6.2,15.7,23.9,21.0,0.632,0.453,0.321,1.3,4.1,39.8,0.95534375,0.6198,0.339,89.6959,235.267,5.16354,2.53779,2.62574,6.52298,31.5143,3.50944,3.01355,6.0857,3.0571,2.1143,0.3429,15.3714,Wing G,ND,195.6,ND
35,92.7,104.1,20.4,52.7,57.8,1.5,11.8,24.7,26.6,0.735,0.505,0.376,0.8,2.3,54.9,1.43104119,0.58,0.3333,98.3579,224.463,5.15852,2.93392,2.22461,4.2902,37.3429,1.87222,2.41798,4.2286,4.7429,1.3714,0.2571,12.2857,desconocido,ND,195.6,ND
30,60.5,115.0,24.9,60.6,60.96,9.8,15.3,12.6,14.5,0.588,0.606,0.0,4.6,1.3,84.3,0.91838612,0.6782,0.4032,107.854,142.641,5.15593,3.95238,1.20355,5.7183,26.1,5.17476,0.543539,5.6,1.5,0.6,1.2333,13.4333,C,ND,203.2,ND
31,87.0,110.2,30.1,52.1,57.18,2.2,10.0,25.8,13.9,0.797,0.46,0.392,0.0,2.1,40.2,1.54876751,0.5369,0.3596,103.871,195.844,5.15575,5.57654,-0.420792,6.19144,36.1935,5.76004,0.431398,4.0323,4.0968,1.3226,0.0,22.0968,Scoring PG,ND,182.9,ND
33,23.2,108.0,15.2,59.5,60.11,10.8,15.3,3.3,22.3,0.6,0.625,0.3,4.5,2.6,43.1,0.33327223,0.58,0.3333,88.2001,70.2359,5.15534,1.43294,3.7224,3.36007,9.3333,-0.0402334,3.40031,2.2121,0.1818,0.4242,0.3939,2.5455,desconocido,ND,193.0,ND
